RV_YM	DW_MSICK_CD	SEX_TP_CD	CL_CD	SIDO	GNL_NM_CD	JID_cnt	HID_cnt	YID_cnt	AMT_sum	TOT_USE_QTY_OR_EXEC_FQ_sum
202009	AJ40	2	21	21	224507CPC	1	1	1	47190	30
202009	AJ40	2	21	22	224507CPC	15	15	15	24168	24
202009	AJ40	2	21	32	148602ATD	3	3	3	96972	84
202009	AJ40	2	28	23	224507CPC	1	1	1	44408	28
202009	AJ40	2	31	31	148602ATD	1	1	1	34380	30
202009	AJ40	2	31	31	224507CPC	1	1	1	47520	30
202009	AJ410	2	11	33	148602ATD	1	1	1	16044	14
202009	AJ410	2	31	22	148602ATD	1	1	1	32088	28
202009	AJ418	2	21	24	148602ATD	2	2	2	68760	60
202009	AJ42	1	11	33	148602ATD	1	1	1	34020	30
202009	AJ42	2	11	38	148602ATD	1	1	1	36990	30
202009	AJ42	2	28	33	148602ATD	2	2	2	35154	62
202009	AJ438	2	11	31	148602ATD	1	1	1	32088	28
202009	AJ438	2	21	31	148602ATD	1	1	1	34380	30
202009	AJ439	1	21	33	148602ATD	1	1	1	51786	42
202009	AJ440	1	21	32	224507CPC	1	1	1	20328	14
202009	AJ440	2	11	32	148602ATD	1	1	1	32790	30
202009	AJ440	2	28	37	148602ATD	1	1	1	17050	31
202009	AJ441	1	11	24	148602ATD	1	1	1	2886	37
202009	AJ441	1	11	38	224507CPC	1	1	1	88080	60
202009	AJ448	2	11	32	148602ATD	1	1	1	32790	30
202009	AJ448	2	21	36	148602ATD	1	1	1	27780	30
202009	AJ448	2	28	38	148602ATD	1	1	1	21700	31
202009	AJ448	2	31	31	148602ATD	1	1	1	34380	30
202009	AJ449	1	11	11	148602ATD	1	1	1	1092	14
202009	AJ449	1	11	25	148602ATD	3	3	3	19332	18
202009	AJ449	1	11	33	148602ATD	1	1	1	36990	30
202009	AJ449	1	11	34	148602ATD	1	1	1	24744	24
202009	AJ449	1	21	32	148602ATD	1	1	1	35370	30
202009	AJ449	1	21	36	148602ATD	1	1	1	34380	30
202009	AJ449	1	21	38	224507CPC	1	1	1	47580	30
202009	AJ449	1	28	31	148602ATD	2	2	2	30604	28
202009	AJ449	1	28	38	148602ATD	1	1	1	21700	31
202009	AJ449	1	31	31	148602ATD	1	1	1	34020	30
202009	AJ449	2	21	32	148602ATD	5	5	5	233490	210
202009	AJ449	2	28	32	148602ATD	2	2	2	55069	51
202009	AJ449	2	28	33	148602ATD	1	1	1	17577	31
202009	AJ449	2	28	37	148602ATD	2	2	2	25072	38
202009	AJ450	1	11	32	148602ATD	2	2	2	65580	60
202009	AJ450	2	11	37	148602ATD	1	1	1	3198	3
202009	AJ451	2	21	31	148602ATD	1	1	1	37020	30
202009	AJ458	2	28	32	148602ATD	3	3	3	109647	93
202009	AJ459	1	31	31	148602ATD	1	1	1	33012	28
202009	AJ459	1	31	36	148602ATD	1	1	1	34380	30
202009	AJ459	2	11	31	148602ATD	2	2	2	61208	56
202009	AJ459	2	11	38	148602ATD	1	1	1	68760	60
202009	AJ459	2	28	22	148602ATD	1	1	1	28320	30
202009	AJ459	2	28	31	148602ATD	1	1	1	68760	60
202009	AJ459	2	28	37	148602ATD	3	3	3	68859	63
202009	AJ459	2	28	39	148602ATD	1	1	1	20628	18
202009	AJ459	2	31	37	224507CPC	1	1	1	38310	30
202009	AJ47	2	21	32	148602ATD	1	1	1	19674	18
202009	AJ690	1	11	11	148602ATD	3	3	3	14430	39
202009	AJ690	1	11	22	148602ATD	1	1	1	20406	19
202009	AJ690	1	11	23	224507CPC	1	1	1	2580	2
202009	AJ690	1	11	25	224507CPC	1	1	1	4221	3
202009	AJ690	1	11	32	148602ATD	2	2	2	1810	2
202009	AJ690	1	11	33	148602ATD	1	1	1	40824	36
202009	AJ690	1	11	38	224507CPC	1	1	1	142560	90
202009	AJ690	1	28	11	224507CPC	1	1	1	1452	1
202009	AJ690	1	28	25	224507CPC	1	1	1	647	0.5
202009	AJ690	1	28	26	148602ATD	1	1	1	40110	35
202009	AJ690	1	28	31	148602ATD	3	3	3	50370	54
202009	AJ690	1	28	31	224507CPC	1	1	1	11744	8
202009	AJ690	1	28	33	148602ATD	3	3	3	53720	68
202009	AJ690	1	28	38	148602ATD	1	1	1	5530	14
202009	AJ690	1	28	39	148602ATD	2	2	2	29796	26
202009	AJ690	2	11	11	148602ATD	1	1	1	5730	5
202009	AJ690	2	11	11	224507CPC	4	4	4	61090	41
202009	AJ690	2	11	21	224507CPC	1	1	1	7815	5
202009	AJ690	2	11	31	148602ATD	5	5	5	77101	94
202009	AJ690	2	11	31	224507CPC	12	12	12	83380	66
202009	AJ690	2	11	32	148602ATD	11	11	11	20904	24
202009	AJ690	2	11	33	148602ATD	1	1	1	27216	24
202009	AJ690	2	11	37	148602ATD	2	2	2	120196	106
202009	AJ690	2	28	11	224507CPC	1	1	1	9058	7
202009	AJ690	2	28	33	148602ATD	1	1	1	24490	31
202009	AJ690	2	28	38	148602ATD	1	1	1	13300	14
202009	AJ690	2	28	39	148602ATD	1	1	1	11460	10
202009	AJ698	1	11	24	148602ATD	1	1	1	1248	16
202009	AJ81	2	11	21	224507CPC	1	1	1	13068	9
202009	AJ81	2	11	31	148602ATD	1	1	1	221	1
202009	AJ850	2	11	21	224507CPC	2	2	2	18756	12
202009	AJ90	1	11	11	224507CPC	2	2	2	6177	52
202009	AJ90	1	11	25	148602ATD	1	1	1	12888	12
202009	AJ90	1	11	31	148602ATD	1	1	1	442	2
202009	AJ90	1	11	37	148602ATD	1	1	1	15990	15
202009	AJ90	2	11	24	148602ATD	1	1	1	64176	56
202009	AJ90	2	28	31	148602ATD	1	1	1	35526	31
202009	AJ91	2	11	31	148602ATD	1	1	1	18375	15
202009	AJ91	2	21	32	148602ATD	2	2	2	21860	20
202009	AJ939	1	28	31	148602ATD	2	2	2	35526	31
202009	AJ960	1	11	11	224507CPC	2	2	2	3955	35
202009	AJ960	2	11	11	224507CPC	2	2	2	36875	25
202009	AJ960	2	11	34	224507CPC	2	2	2	19244	17
202009	AJ969	1	11	32	148602ATD	2	2	2	1810	2
202009	AJ981	2	28	37	148602ATD	1	1	1	16044	14
202009	AJ984	1	11	11	148602ATD	1	1	1	5928	76
202009	AJ989	2	28	36	148602ATD	1	1	1	35526	31
202009	AK	1	11	22	224507CPC	1	1	1	40656	28
202009	AK	1	11	34	148602ATD	1	1	1	2752	4
202009	AK	1	28	32	148602ATD	1	1	1	36549	31
202009	AK	2	11	11	148602ATD	3	3	3	15145	36
202009	AK	2	11	25	148602ATD	1	1	1	2148	2
202009	AK	2	11	35	148602ATD	1	1	1	41256	36
202009	AK	2	11	38	148602ATD	1	1	1	34380	30
202009	AK	2	28	22	148602ATD	2	2	2	48670	62
202009	AK	2	31	24	148602ATD	1	1	1	32790	30
202009	AK123	2	28	31	148602ATD	1	1	1	32088	28
202009	AK210	2	11	31	148602ATD	1	1	1	68760	60
202009	AK210	2	31	31	148602ATD	2	2	2	68760	60
202009	AK210	2	31	34	148602ATD	1	1	1	34380	30
202009	AK219	2	31	34	148602ATD	2	2	2	98370	90
202009	AK221	1	11	11	148602ATD	1	1	1	37590	35
202009	AK226	2	11	31	148602ATD	8	8	8	4641	21
202009	AK250	2	11	11	148602ATD	1	1	1	12888	12
202009	AK253	2	11	38	148602ATD	1	1	1	32790	30
202009	AK253	2	31	11	148602ATD	1	1	1	34380	30
202009	AK254	1	11	11	148602ATD	1	1	1	2340	30
202009	AK254	1	11	11	224507CPC	1	1	1	187560	120
202009	AK259	2	11	11	148602ATD	3	3	3	3438	3
202009	AK269	2	28	31	148602ATD	1	1	1	35526	31
202009	AK273	2	31	39	148602ATD	1	1	1	34380	30
202009	AK277	2	31	21	148602ATD	1	1	1	34620	30
202009	AK279	2	21	32	148602ATD	4	4	4	21222	18
202009	AK291	1	11	11	224507CPC	1	1	1	7375	5
202009	AK291	2	28	37	148602ATD	1	1	1	22953	21
202009	AK291	2	31	31	148602ATD	1	1	1	34380	30
202009	AK295	1	11	25	224507CPC	1	1	1	3390	30
202009	AK295	2	11	22	148602ATD	1	1	1	196740	180
202009	AK296	2	11	24	148602ATD	1	1	1	68760	60
202009	AK296	2	21	37	148602ATD	1	1	1	103194	91
202009	AK296	2	31	25	148602ATD	1	1	1	37020	30
202009	AK297	2	11	31	148602ATD	1	1	1	13962	13
202009	AK297	2	21	32	148602ATD	1	1	1	35370	30
202009	AK297	2	31	26	148602ATD	1	1	1	32790	30
202009	AK297	2	31	31	224507CPC	2	2	2	99918	63
202009	AK297	2	31	34	148602ATD	1	1	1	34380	30
202009	AK297	2	31	36	148602ATD	1	1	1	34380	30
202009	AK299	2	28	32	148602ATD	1	1	1	34300	28
202009	AK299	2	28	38	148602ATD	1	1	1	34380	30
202009	AK30	1	31	31	148602ATD	1	1	1	32790	30
202009	AK318	2	11	11	224507CPC	2	2	2	60984	42
202009	AK388	2	11	11	148602ATD	1	1	1	5370	5
202009	AK515	1	28	21	148602ATD	1	1	1	2125	5
202009	AK519	2	11	22	148602ATD	2	2	2	68760	60
202009	AK519	2	11	31	148602ATD	1	1	1	1074	1
202009	AK550	2	11	31	148602ATD	1	1	1	31146	29
202009	AK550	2	11	38	148602ATD	1	1	1	3276	14
202009	AK559	1	11	11	148602ATD	1	1	1	10740	10
202009	AK559	2	11	37	148602ATD	1	1	1	21320	20
202009	AK559	2	21	22	224507CPC	14	14	14	14098	14
202009	AK561	1	11	24	148602ATD	2	2	2	12606	11
202009	AK562	2	11	25	148602ATD	1	1	1	3222	3
202009	AK565	2	11	31	148602ATD	1	1	1	21480	20
202009	AK566	1	11	25	224507CPC	1	1	1	1017	9
202009	AK566	2	28	31	148602ATD	1	1	1	35526	31
202009	AK567	1	28	38	148602ATD	1	1	1	21700	31
202009	AK567	2	11	22	148602ATD	1	1	1	45840	40
202009	AK567	2	11	32	148602ATD	1	1	1	32790	30
202009	AK572	2	11	32	148602ATD	9	9	9	13065	15
202009	AK580	2	21	23	148602ATD	1	1	1	68040	60
202009	AK580	2	31	25	224507CPC	1	1	1	22176	14
202009	AK589	1	11	25	224507CPC	1	1	1	226	2
202009	AK589	2	11	32	148602ATD	1	1	1	27780	30
202009	AK590	1	21	11	224507CPC	1	1	1	95832	66
202009	AK590	1	21	22	148602ATD	2	2	2	8658	111
202009	AK590	1	28	37	148602ATD	2	2	2	45906	42
202009	AK590	1	31	37	224507CPC	1	1	1	38310	30
202009	AK590	2	11	11	148602ATD	1	1	1	34020	30
202009	AK590	2	11	24	148602ATD	1	1	1	17190	15
202009	AK590	2	11	32	148602ATD	2	2	2	60570	60
202009	AK590	2	21	31	148602ATD	1	1	1	34020	30
202009	AK590	2	31	11	224507CPC	1	1	1	47190	30
202009	AK590	2	31	31	148602ATD	1	1	1	31752	28
202009	AK590	2	31	31	224507CPC	3	3	3	103090	65
202009	AK590	2	31	32	148602ATD	1	1	1	4384	4
202009	AK590	2	31	35	148602ATD	1	1	1	32790	30
202009	AK599	1	11	31	224507CPC	9	9	9	22020	15
202009	AK599	2	28	31	148602ATD	1	1	1	35526	31
202009	AK626	2	11	31	148602ATD	1	1	1	4296	4
202009	AK628	2	28	11	224507CPC	1	1	1	94380	60
202009	AK635	1	11	25	148602ATD	1	1	1	78	1
202009	AK635	1	11	25	224507CPC	1	1	1	113	1
202009	AK701	1	11	11	148602ATD	2	2	2	34380	30
202009	AK701	1	11	37	148602ATD	1	1	1	17056	16
202009	AK703	1	21	32	148602ATD	1	1	1	7651	7
202009	AK703	1	28	31	148602ATD	1	1	1	17190	15
202009	AK703	2	11	25	148602ATD	2	2	2	10740	10
202009	AK709	1	11	25	224507CPC	2	2	2	5989	53
202009	AK729	2	11	11	224507CPC	1	1	1	35760	24
202009	AK729	2	11	31	148602ATD	1	1	1	11814	11
202009	AK739	2	31	32	148602ATD	1	1	1	11460	10
202009	AK800	1	11	25	148602ATD	1	1	1	28998	27
202009	AK800	1	11	35	148602ATD	2	2	2	26358	23
202009	AK800	2	11	23	148602ATD	8	8	8	7104	8
202009	AK800	2	21	32	148602ATD	2	2	2	25139	23
202009	AK800	2	28	33	148602ATD	1	1	1	17577	31
202009	AK801	1	11	11	148602ATD	1	1	1	51183	47
202009	AK801	1	11	24	148602ATD	1	1	1	390	5
202009	AK801	2	11	31	224507CPC	7	7	7	12504	8
202009	AK801	2	11	38	224507CPC	1	1	1	44040	30
202009	AK802	2	11	25	148602ATD	1	1	1	7518	7
202009	AK803	1	11	31	148602ATD	1	1	1	4296	4
202009	AK803	2	11	22	148602ATD	10	10	10	19332	18
202009	AK803	2	11	31	148602ATD	3	3	3	10740	10
202009	AK803	2	11	38	148602ATD	1	1	1	8022	7
202009	AK803	2	28	33	148602ATD	1	1	1	17577	31
202009	AK804	2	11	11	148602ATD	1	1	1	4833	4.5
202009	AK804	2	21	32	148602ATD	2	2	2	7651	7
202009	AK805	2	11	11	224507CPC	1	1	1	3771	3
202009	AK805	2	28	11	224507CPC	1	1	1	9100	10
202009	AK808	1	28	38	148602ATD	1	1	1	21700	31
202009	AK810	1	11	26	148602ATD	13	13	13	10725	13
202009	AK810	1	11	31	148602ATD	2	2	2	7518	7
202009	AK810	1	11	36	224507CPC	1	1	1	43560	30
202009	AK810	1	28	31	224507CPC	1	1	1	92925	63
202009	AK810	2	11	22	224507CPC	1	1	1	5900	4
202009	AK819	1	11	11	224507CPC	1	1	1	203190	130
202009	AK828	2	11	21	148602ATD	1	1	1	84960	90
202009	AK858	1	11	35	148602ATD	2	2	2	17190	15
202009	AK859	2	11	26	148602ATD	1	1	1	825	1
202009	AK913	1	21	32	148602ATD	2	2	2	18581	17
202009	AK921	1	11	11	148602ATD	1	1	1	2262	29
202009	AK921	2	11	11	148602ATD	1	1	1	7518	7
202009	AK921	2	11	31	148602ATD	1	1	1	37590	35
202009	AK922	1	11	22	224507CPC	1	1	1	1475	1
202009	AK922	1	11	32	148602ATD	5	5	5	4355	5
202009	AK922	1	11	38	148602ATD	1	1	1	19482	17
202009	AK922	1	21	24	224507CPC	1	1	1	24684	17
202009	AL023	2	31	31	148602ATD	2	2	2	30688	28
202009	AL030	1	31	32	224507CPC	2	2	2	80223	51
202009	AL030	2	11	26	148602ATD	3	3	3	27216	24
202009	AL030	2	31	36	148602ATD	1	1	1	32790	30
202009	AL031	2	11	32	148602ATD	1	1	1	56154	49
202009	AL033	1	31	24	148602ATD	1	1	1	32790	30
202009	AL089	2	28	31	148602ATD	1	1	1	34380	30
202009	AL238	2	31	31	224507CPC	1	1	1	46890	30
202009	AL239	1	21	36	148602ATD	1	1	1	34380	30
202009	AL299	1	31	11	224507CPC	1	1	1	55055	35
202009	AL891	2	28	31	148602ATD	3	3	3	94426	93
202009	AL892	1	11	24	148602ATD	3	3	3	6845	90
202009	AL892	1	28	33	148602ATD	1	1	1	567	1
202009	AL892	2	11	34	148602ATD	1	1	1	102060	90
202009	AL892	2	28	11	148602ATD	2	2	2	57412	62
202009	AL892	2	28	31	148602ATD	1	1	1	18050	19
202009	AL892	2	28	36	148602ATD	2	2	2	71052	62
202009	AL893	1	11	32	224507CPC	1	1	1	16390	11
202009	AL893	1	28	22	148602ATD	2	2	2	29264	31
202009	AL893	2	28	37	148602ATD	1	1	1	17050	31
202009	AL899	2	11	11	148602ATD	1	1	1	9048	116
202009	AL899	2	11	32	148602ATD	1	1	1	32790	30
202009	AM	1	11	11	148602ATD	1	1	1	1248	16
202009	AM	1	11	23	148602ATD	1	1	1	26640	30
202009	AM	1	11	24	148602ATD	1	1	1	2184	28
202009	AM	1	11	31	148602ATD	1	1	1	73344	64
202009	AM	1	11	33	224507CPC	1	1	1	94380	60
202009	AM	1	28	11	148602ATD	1	1	1	35154	31
202009	AM	1	28	24	148602ATD	1	1	1	573	0.5
202009	AM	2	11	11	148602ATD	1	1	1	103140	90
202009	AM	2	11	22	148602ATD	1	1	1	19332	18
202009	AM	2	11	24	224507CPC	1	1	1	94380	65
202009	AM	2	11	31	148602ATD	1	1	1	112308	98
202009	AM	2	11	34	148602ATD	1	1	1	65580	60
202009	AM	2	11	35	148602ATD	1	1	1	30604	28
202009	AM	2	21	32	148602ATD	1	1	1	8744	8
202009	AM	2	28	11	148602ATD	1	1	1	14632	31
202009	AM	2	28	32	148602ATD	1	1	1	8990	31
202009	AM052	2	31	24	148602ATD	1	1	1	34380	30
202009	AM058	1	31	38	148602ATD	1	1	1	68760	60
202009	AM059	2	11	31	148602ATD	1	1	1	34380	30
202009	AM059	2	28	31	148602ATD	2	2	2	35526	31
202009	AM100	1	11	38	224507CPC	1	1	1	88080	60
202009	AM130	2	31	22	148602ATD	1	1	1	37050	30
202009	AM130	2	31	31	224507CPC	2	2	2	82350	60
202009	AM138	2	28	33	148602ATD	1	1	1	24490	31
202009	AM139	1	21	32	148602ATD	3	3	3	33012	28
202009	AM139	2	21	36	148602ATD	1	1	1	34380	30
202009	AM139	2	28	38	148602ATD	2	2	2	32088	28
202009	AM139	2	31	26	148602ATD	4	4	4	107114	98
202009	AM139	2	31	31	148602ATD	1	1	1	28706	31
202009	AM158	2	28	38	148602ATD	1	1	1	34380	30
202009	AM159	2	28	26	148602ATD	1	1	1	30604	28
202009	AM159	2	28	37	148602ATD	1	1	1	22953	21
202009	AM159	2	31	31	148602ATD	1	1	1	34380	30
202009	AM160	2	28	38	148602ATD	1	1	1	25650	27
202009	AM165	2	28	22	148602ATD	6	6	6	109504	116
202009	AM170	1	21	31	148602ATD	1	1	1	8022	7
202009	AM170	1	28	31	148602ATD	1	1	1	32088	28
202009	AM170	1	31	35	148602ATD	1	1	1	98370	90
202009	AM170	1	31	36	148602ATD	1	1	1	28320	30
202009	AM170	2	11	31	148602ATD	30	30	30	6630	30
202009	AM170	2	11	37	148602ATD	1	1	1	20254	19
202009	AM170	2	21	21	148602ATD	1	1	1	68760	60
202009	AM170	2	21	31	148602ATD	2	2	2	20055	17.5
202009	AM170	2	21	37	148602ATD	1	1	1	29960	28
202009	AM170	2	28	22	148602ATD	1	1	1	16044	14
202009	AM170	2	31	11	148602ATD	1	1	1	68760	60
202009	AM170	2	31	21	148602ATD	1	1	1	34380	30
202009	AM170	2	31	23	224507CPC	1	1	1	46890	30
202009	AM170	2	31	25	148602ATD	1	1	1	34380	30
202009	AM170	2	31	31	148602ATD	1	1	1	32088	28
202009	AM170	2	31	34	148602ATD	3	3	3	98370	90
202009	AM170	2	31	35	148602ATD	3	3	3	98370	90
202009	AM170	2	31	36	148602ATD	1	1	1	28320	30
202009	AM171	1	11	22	224507CPC	1	1	1	43560	30
202009	AM171	1	11	25	148602ATD	1	1	1	4446	57
202009	AM171	1	31	31	148602ATD	1	1	1	34380	30
202009	AM171	2	21	31	148602ATD	1	1	1	34380	30
202009	AM171	2	28	11	148602ATD	1	1	1	29450	31
202009	AM171	2	31	34	148602ATD	1	1	1	36990	30
202009	AM172	2	28	38	148602ATD	1	1	1	21700	31
202009	AM174	2	28	32	148602ATD	1	1	1	8990	31
202009	AM179	1	11	11	224507CPC	1	1	1	240	2
202009	AM179	1	11	39	148602ATD	1	1	1	28650	25
202009	AM179	1	31	25	148602ATD	1	1	1	36990	30
202009	AM179	2	11	11	148602ATD	2	2	2	21774	19
202009	AM179	2	28	38	148602ATD	1	1	1	21700	31
202009	AM179	2	31	33	148602ATD	1	1	1	32790	30
202009	AM199	2	21	22	148602ATD	1	1	1	34380	30
202009	AM199	2	21	32	148602ATD	1	1	1	28320	30
202009	AM199	2	31	34	224507CPC	1	1	1	38820	30
202009	AM199	2	75	31	224507CPC	1	1	1	46890	30
202009	AM201	1	11	31	224507CPC	1	1	1	15848	14
202009	AM212	1	11	38	224507CPC	2	2	2	44040	30
202009	AM430	1	11	38	148602ATD	1	1	1	8022	7
202009	AM431	1	31	35	148602ATD	1	1	1	32790	30
202009	AM431	2	31	35	148602ATD	1	1	1	32790	30
202009	AM436	2	11	22	224507CPC	1	1	1	141570	90
202009	AM468	1	11	24	148602ATD	1	1	1	42180	38
202009	AM468	2	11	32	148602ATD	1	1	1	27816	24
202009	AM469	2	11	37	148602ATD	2	2	2	43636	40
202009	AM471	2	31	35	148602ATD	1	1	1	32790	30
202009	AM472	1	31	25	148602ATD	1	1	1	34380	30
202009	AM472	2	31	35	148602ATD	1	1	1	34380	30
202009	AM479	2	31	35	148602ATD	1	1	1	16395	15
202009	AM480	1	11	25	148602ATD	1	1	1	68760	60
202009	AM480	1	11	25	224507CPC	1	1	1	3503	31
202009	AM480	1	11	26	148602ATD	1	1	1	73500	60
202009	AM480	1	28	31	148602ATD	2	2	2	28706	31
202009	AM480	1	28	32	148602ATD	2	2	2	73098	62
202009	AM480	1	28	38	148602ATD	1	1	1	29450	31
202009	AM480	1	31	22	148602ATD	1	1	1	34380	30
202009	AM480	1	31	24	148602ATD	1	1	1	32790	30
202009	AM480	2	11	11	148602ATD	4	4	4	163722	174
202009	AM480	2	11	22	148602ATD	1	1	1	16395	15
202009	AM480	2	11	23	148602ATD	1	1	1	8645	7
202009	AM480	2	11	24	148602ATD	2	2	2	3563	46
202009	AM480	2	11	25	148602ATD	1	1	1	1170	15
202009	AM480	2	11	26	148602ATD	2	2	2	96360	90
202009	AM480	2	11	31	148602ATD	3	3	3	121476	124
202009	AM480	2	11	33	148602ATD	1	1	1	24948	22
202009	AM480	2	11	34	148602ATD	1	1	1	57575	47
202009	AM480	2	11	38	224507CPC	1	1	1	4404	3
202009	AM480	2	21	11	148602ATD	1	1	1	65760	60
202009	AM480	2	21	22	224507CPC	1	1	1	47520	30
202009	AM480	2	21	26	148602ATD	1	1	1	34380	30
202009	AM480	2	21	31	148602ATD	2	2	2	104682	97
202009	AM480	2	21	33	224507CPC	3	3	3	87528	56
202009	AM480	2	21	36	148602ATD	1	1	1	68760	60
202009	AM480	2	28	22	148602ATD	2	2	2	26288	62
202009	AM480	2	28	32	148602ATD	1	1	1	15327	13
202009	AM480	2	28	34	148602ATD	2	2	2	53289	46.5
202009	AM480	2	28	38	148602ATD	1	1	1	12600	18
202009	AM480	2	31	11	148602ATD	2	2	2	68760	60
202009	AM480	2	31	23	148602ATD	1	1	1	36750	30
202009	AM480	2	31	25	148602ATD	1	1	1	73980	60
202009	AM480	2	31	34	148602ATD	1	1	1	32790	30
202009	AM480	2	31	35	148602ATD	5	5	5	163950	150
202009	AM480	2	31	37	148602ATD	1	1	1	34380	30
202009	AM484	2	28	37	148602ATD	1	1	1	17050	31
202009	AM485	1	28	31	148602ATD	1	1	1	35526	31
202009	AM485	2	11	11	148602ATD	1	1	1	120330	105
202009	AM485	2	11	32	148602ATD	1	1	1	103140	90
202009	AM485	2	11	33	148602ATD	1	1	1	17010	15
202009	AM488	2	11	11	148602ATD	1	1	1	33294	31
202009	AM501	1	31	35	148602ATD	2	2	2	65580	60
202009	AM501	2	31	35	148602ATD	2	2	2	65580	60
202009	AM509	1	28	32	148602ATD	1	1	1	36549	31
202009	AM511	1	11	24	148602ATD	1	1	1	2730	35
202009	AM511	1	11	31	148602ATD	1	1	1	28175	23
202009	AM511	1	11	33	148602ATD	1	1	1	44226	39
202009	AM511	2	11	33	148602ATD	1	1	1	28650	25
202009	AM511	2	11	39	148602ATD	1	1	1	64176	56
202009	AM511	2	28	32	148602ATD	2	2	2	73098	62
202009	AM511	2	28	33	148602ATD	1	1	1	37975	31
202009	AM511	2	31	31	148602ATD	1	1	1	68760	60
202009	AM511	2	31	35	148602ATD	2	2	2	65580	60
202009	AM518	2	11	33	148602ATD	1	1	1	137520	120
202009	AM530	2	31	41	148602ATD	1	1	1	34380	30
202009	AM541	1	11	11	148602ATD	2	2	2	119952	196
202009	AM541	1	11	11	224507CPC	1	1	1	4520	40
202009	AM541	1	11	22	148602ATD	2	2	2	144396	126
202009	AM541	1	11	25	224507CPC	1	1	1	339	3
202009	AM541	1	31	11	148602ATD	1	1	1	1225	1
202009	AM541	1	31	31	148602ATD	1	1	1	7651	7
202009	AM541	2	11	32	148602ATD	1	1	1	68760	60
202009	AM541	2	31	35	224507CPC	1	1	1	29040	20
202009	AM542	2	11	32	148602ATD	1	1	1	32790	30
202009	AM542	2	31	35	148602ATD	1	1	1	30604	28
202009	AM543	2	31	31	148602ATD	1	1	1	11460	10
202009	AM544	2	31	21	148602ATD	1	1	1	34380	30
202009	AM544	2	31	32	148602ATD	1	1	1	103140	90
202009	AM544	2	31	36	148602ATD	1	1	1	34380	30
202009	AM545	1	11	31	148602ATD	1	1	1	84960	90
202009	AM545	1	11	37	148602ATD	1	1	1	68760	60
202009	AM545	1	21	22	148602ATD	1	1	1	103140	90
202009	AM545	1	31	35	148602ATD	1	1	1	3826	3.5
202009	AM545	1	31	36	148602ATD	1	1	1	34380	30
202009	AM545	2	11	26	148602ATD	2	2	2	110250	90
202009	AM545	2	11	33	148602ATD	1	1	1	27126	22
202009	AM545	2	11	37	148602ATD	1	1	1	64176	56
202009	AM545	2	28	31	148602ATD	1	1	1	35526	31
202009	AM545	2	31	11	148602ATD	1	1	1	8022	7
202009	AM545	2	31	24	148602ATD	1	1	1	36750	30
202009	AM545	2	31	31	224507CPC	1	1	1	47580	30
202009	AM545	2	31	38	148602ATD	1	1	1	34380	30
202009	AM549	2	31	36	148602ATD	1	1	1	32790	30
202009	AM625	1	21	39	224507CPC	1	1	1	79407	51
202009	AM715	1	11	24	224507CPC	2	2	2	3503	31
202009	AM726	2	28	37	148602ATD	1	1	1	35526	31
202009	AM750	2	31	34	148602ATD	1	1	1	68760	60
202009	AM751	2	11	11	148602ATD	1	1	1	2148	2
202009	AM751	2	11	26	148602ATD	2	2	2	9837	9
202009	AM751	2	31	33	148602ATD	1	1	1	34380	30
202009	AM755	1	11	25	148602ATD	1	1	1	78	1
202009	AM792	2	31	24	148602ATD	2	2	2	73500	60
202009	AM800	2	11	31	148602ATD	4	4	4	4372	4
202009	AM800	2	21	31	148602ATD	1	1	1	34580	28
202009	AM805	2	31	33	148602ATD	1	1	1	34380	30
202009	AM808	2	11	21	148602ATD	1	1	1	3304	3.5
202009	AM808	2	28	22	148602ATD	1	1	1	2778	3
202009	AM808	2	28	31	148602ATD	1	1	1	35154	31
202009	AM809	2	11	11	224507CPC	1	1	1	132132	91
202009	AM809	2	11	31	148602ATD	1	1	1	68760	60
202009	AM810	2	11	21	224507CPC	1	1	1	93780	60
202009	AM810	2	31	22	224507CPC	1	1	1	47190	30
202009	AM810	2	31	24	148602ATD	1	1	1	17310	15
202009	AM810	2	31	25	148602ATD	1	1	1	34380	30
202009	AM810	2	31	35	148602ATD	1	1	1	32790	30
202009	AM810	2	31	38	148602ATD	2	2	2	137520	120
202009	AM812	2	11	32	148602ATD	1	1	1	32790	30
202009	AM818	1	31	25	224507CPC	1	1	1	47190	30
202009	AM818	1	31	33	148602ATD	1	1	1	34380	30
202009	AM818	2	11	21	148602ATD	1	1	1	30604	28
202009	AM818	2	11	22	148602ATD	1	1	1	34380	30
202009	AM818	2	21	32	148602ATD	1	1	1	32790	30
202009	AM818	2	28	31	148602ATD	1	1	1	35526	31
202009	AM818	2	31	25	224507CPC	1	1	1	46890	30
202009	AM818	2	71	37	148602ATD	1	1	1	98640	90
202009	AM819	1	28	35	148602ATD	1	1	1	34380	30
202009	AM819	2	11	32	148602ATD	1	1	1	27780	30
202009	AM819	2	31	31	148602ATD	1	1	1	34380	30
202009	AM860	1	11	31	148602ATD	1	1	1	23275	19
202009	AM860	1	28	11	148602ATD	1	1	1	96660	90
202009	AM864	2	11	38	224507CPC	1	1	1	11744	8
202009	AM866	2	28	32	148602ATD	1	1	1	28706	31
202009	AM868	1	11	31	148602ATD	1	1	1	14816	16
202009	AM868	2	11	37	148602ATD	2	2	2	17056	16
202009	AM869	2	21	37	148602ATD	1	1	1	32992	32
