RV_YM	DW_MSICK_CD	SEX_TP_CD	CL_CD	SIDO	GNL_NM_CD	JID_cnt	HID_cnt	YID_cnt	AMT_sum	TOT_USE_QTY_OR_EXEC_FQ_sum
202005	AA	2	11	25	148602ATD	1	1	1	2148	2
202005	AA090	2	11	22	148602ATD	2	2	2	3222	3
202005	AA099	2	11	31	148602ATD	1	1	1	9168	8
202005	AB022	1	11	37	148602ATD	1	1	1	1066	1
202005	AC221	2	11	11	148602ATD	1	1	1	23958	22
202005	AC349	1	11	31	148602ATD	1	1	1	27780	30
202005	AC509	2	11	31	148602ATD	1	1	1	1468	2
202005	AC61	1	11	11	224507CPC	1	1	1	10941	7
202005	AD110	1	11	36	148602ATD	1	1	1	1023	3
202005	AE039	1	21	38	224507CPC	1	1	1	47580	30
202005	AE119	2	21	32	224507CPC	1	1	1	38310	30
202005	AE119	2	31	34	224507CPC	1	1	1	77640	60
202005	AE149	1	31	31	148602ATD	1	1	1	34020	30
202005	AF	1	11	31	148602ATD	1	1	1	34380	30
202005	AF	1	11	38	148602ATD	2	2	2	109300	100
202005	AF	1	11	39	148602ATD	2	2	2	96264	84
202005	AF	1	21	31	224507CPC	1	1	1	93780	60
202005	AF	1	21	38	224507CPC	1	1	1	47580	30
202005	AF	1	28	31	148602ATD	1	1	1	36750	30
202005	AF	1	31	31	224507CPC	2	2	2	42945	30
202005	AF	1	31	34	148602ATD	1	1	1	34380	30
202005	AF	1	31	37	148602ATD	1	1	1	36750	30
202005	AF	2	11	31	148602ATD	2	2	2	166380	150
202005	AF	2	11	33	148602ATD	1	1	1	73500	60
202005	AF	2	11	38	148602ATD	5	5	5	299482	274
202005	AF	2	11	38	224507CPC	3	3	3	261360	165
202005	AF	2	11	39	148602ATD	8	8	8	297436	265
202005	AF	2	31	11	148602ATD	3	3	3	103140	90
202005	AF	2	31	31	148602ATD	6	6	6	229200	200
202005	AF	2	31	31	224507CPC	7	7	7	191896	144
202005	AF	2	31	34	224507CPC	3	3	3	75343	59
202005	AG	1	11	21	148602ATD	1	1	1	38255	35
202005	AG	2	31	31	148602ATD	1	1	1	34020	30
202005	AG20	2	11	11	148602ATD	1	1	1	2292	2
202005	AG20	2	31	31	224507CPC	1	1	1	19155	15
202005	AG301	2	11	31	148602ATD	1	1	1	34020	30
202005	AG309	1	31	31	148602ATD	1	1	1	204120	180
202005	AG309	2	11	31	148602ATD	2	2	2	7408	8
202005	AG450	2	11	38	148602ATD	1	1	1	54650	50
202005	AG459	2	11	21	148602ATD	1	1	1	38255	35
202005	AG912	2	11	11	224507CPC	1	1	1	21090	15
202005	AH810	2	11	37	224507CPC	1	1	1	24080	16
202005	AI	1	11	38	148602ATD	1	1	1	65580	60
202005	AI	2	11	38	148602ATD	2	2	2	136625	125
202005	AI	2	11	39	148602ATD	1	1	1	30604	28
202005	AI	2	21	38	224507CPC	1	1	1	47580	30
202005	AI109	1	31	11	148602ATD	1	1	1	34380	30
202005	AI109	2	21	33	148602ATD	1	1	1	34020	30
202005	AI109	2	21	35	224507CPC	1	1	1	43560	30
202005	AI109	2	31	11	148602ATD	1	1	1	60115	55
202005	AI109	2	31	31	224507CPC	1	1	1	22176	14
202005	AI200	2	11	25	148602ATD	1	1	1	1074	1
202005	AI209	2	11	21	148602ATD	1	1	1	6558	6
202005	AI219	2	11	11	148602ATD	1	1	1	3222	3
202005	AI269	2	11	25	148602ATD	2	2	2	16110	15
202005	AI481	2	11	37	148602ATD	1	1	1	8528	8
202005	AI631	2	21	32	148602ATD	1	1	1	16395	15
202005	AI633	1	11	21	148602ATD	1	1	1	98370	90
202005	AI633	2	11	21	148602ATD	2	2	2	163950	150
202005	AI634	1	11	21	148602ATD	1	1	1	32790	30
202005	AI635	2	21	38	224507CPC	1	1	1	47580	30
202005	AI639	1	11	38	148602ATD	1	1	1	98370	90
202005	AI639	2	11	21	148602ATD	1	1	1	32790	30
202005	AI639	2	11	21	224507CPC	1	1	1	95040	60
202005	AI639	2	11	31	148602ATD	1	1	1	27780	30
202005	AI680	1	21	38	224507CPC	1	1	1	47580	30
202005	AI698	2	21	33	148602ATD	1	1	1	34020	30
202005	AJ459	2	28	22	148602ATD	1	1	1	28320	30
202005	AJ690	2	11	25	148602ATD	2	2	2	21480	20
202005	AK279	2	21	32	148602ATD	1	1	1	8253	7
202005	AK810	2	11	11	148602ATD	1	1	1	2148	2
202005	AM543	2	31	34	224507CPC	1	1	1	19410	15
202005	AM818	2	21	31	224507CPC	1	1	1	93780	60
202005	AN179	1	11	22	148602ATD	1	1	1	10740	10
202005	AN185	1	11	22	148602ATD	1	1	1	19482	17
202005	AN185	1	31	31	148602ATD	1	1	1	34380	30
202005	AN390	2	11	11	148602ATD	2	2	2	11460	10
202005	AN390	2	11	25	148602ATD	2	2	2	6444	6
202005	AN390	2	11	36	148602ATD	1	1	1	1705	5
202005	AN400	1	21	33	148602ATD	1	1	1	31752	28
202005	AN498	1	11	11	148602ATD	1	1	1	2148	2
202005	AZ511	1	11	22	148602ATD	1	1	1	32088	28
202006	AA	1	11	31	148602ATD	1	1	1	9666	9
202006	AA	1	11	32	148602ATD	6	6	6	10452	12
202006	AA	1	11	35	148602ATD	1	1	1	25245	33
202006	AA	1	21	32	148602ATD	2	2	2	22401	19
202006	AA	1	21	38	224507CPC	1	1	1	49166	31
202006	AA	1	28	11	148602ATD	7	7	7	94208	92
202006	AA	1	28	11	224507CPC	2	2	2	33033	21
202006	AA	1	28	25	224507CPC	1	1	1	20449	13
202006	AA	1	28	31	148602ATD	1	1	1	12474	11
202006	AA	1	28	33	148602ATD	4	4	4	17010	30
202006	AA	1	28	34	148602ATD	3	3	3	35526	31
202006	AA	1	28	38	148602ATD	2	2	2	2850	3
202006	AA	2	11	11	148602ATD	2	2	2	24702	23
202006	AA	2	11	11	224507CPC	1	1	1	70335	45
202006	AA	2	11	31	148602ATD	1	1	1	27924	26
202006	AA	2	11	32	148602ATD	1	1	1	1742	2
202006	AA	2	11	39	148602ATD	1	1	1	16044	14
202006	AA	2	28	11	148602ATD	11	11	11	126656	126
202006	AA	2	28	31	148602ATD	5	5	5	43750	48
202006	AA	2	28	32	148602ATD	2	2	2	73098	62
202006	AA	2	28	33	148602ATD	2	2	2	13608	24
202006	AA	2	28	34	148602ATD	3	3	3	26358	23
202006	AA	2	28	38	148602ATD	5	5	5	47025	49.5
202006	AA090	1	31	25	148602ATD	2	2	2	34380	30
202006	AA090	2	31	23	148602ATD	1	1	1	36750	30
202006	AA099	1	11	26	148602ATD	6	6	6	4950	6
202006	AA099	2	11	31	224507CPC	1	1	1	19708	13
202006	AA099	2	11	33	148602ATD	1	1	1	4536	4
202006	AA099	2	31	38	224507CPC	1	1	1	44040	30
202006	AA86	1	11	31	148602ATD	1	1	1	72198	63
202006	AB029	1	28	38	148602ATD	1	1	1	29450	31
202006	AB029	2	11	31	148602ATD	1	1	1	5370	5
202006	AB351	2	28	37	148602ATD	1	1	1	22953	21
202006	AC159	1	11	39	224507CPC	1	1	1	1409	1
202006	AC159	1	28	25	224507CPC	1	1	1	40114	31
202006	AC160	1	11	11	148602ATD	9	9	9	19600	16
202006	AC162	2	28	32	148602ATD	1	1	1	24759	21
202006	AC163	2	28	11	148602ATD	1	1	1	34020	30
202006	AC169	1	11	11	148602ATD	1	1	1	1074	1
202006	AC169	1	11	11	224507CPC	1	1	1	5028	4
202006	AC169	1	11	25	148602ATD	1	1	1	3222	3
202006	AC169	1	11	31	224507CPC	1	1	1	6292	4
202006	AC169	1	11	33	148602ATD	2	2	2	34300	28
202006	AC169	1	11	37	224507CPC	1	1	1	43560	30
202006	AC169	1	28	11	148602ATD	1	1	1	29450	31
202006	AC169	1	28	22	148602ATD	1	1	1	28706	31
202006	AC169	1	28	32	148602ATD	1	1	1	11790	10
202006	AC169	1	28	33	148602ATD	1	1	1	17577	31
202006	AC169	1	28	34	148602ATD	3	3	3	55008	48
202006	AC169	2	11	11	148602ATD	1	1	1	64176	56
202006	AC169	2	11	22	148602ATD	1	1	1	7518	7
202006	AC169	2	11	25	148602ATD	1	1	1	16110	15
202006	AC169	2	11	32	148602ATD	1	1	1	7240	8
202006	AC169	2	28	22	148602ATD	1	1	1	13144	31
202006	AC169	2	28	33	148602ATD	1	1	1	17577	31
202006	AC169	2	28	39	148602ATD	1	1	1	11460	10
202006	AC180	2	11	11	148602ATD	1	1	1	1074	1
202006	AC182	1	21	36	148602ATD	1	1	1	68760	60
202006	AC186	1	11	11	148602ATD	2	2	2	11814	11
202006	AC186	1	28	33	148602ATD	3	3	3	17577	31
202006	AC187	1	11	31	224507CPC	1	1	1	13275	9
202006	AC187	2	28	34	224507CPC	1	1	1	281340	180
202006	AC189	1	31	37	148602ATD	1	1	1	34380	30
202006	AC189	2	28	11	148602ATD	1	1	1	35154	31
202006	AC189	2	28	31	148602ATD	1	1	1	2778	3
202006	AC19	1	11	31	148602ATD	1	1	1	2148	2
202006	AC20	1	11	24	148602ATD	1	1	1	1014	13
202006	AC20	1	28	21	148602ATD	1	1	1	13175	31
202006	AC20	2	11	11	148602ATD	1	1	1	78	1
202006	AC20	2	28	22	148602ATD	1	1	1	35526	31
202006	AC20	2	28	31	148602ATD	1	1	1	35526	31
202006	AC20	2	28	34	148602ATD	1	1	1	35526	31
202006	AC220	2	28	11	148602ATD	1	1	1	35154	31
202006	AC220	2	31	31	148602ATD	1	1	1	31697	29
202006	AC221	2	11	11	148602ATD	1	1	1	23958	22
202006	AC221	2	11	37	148602ATD	1	1	1	36750	30
202006	AC23	1	28	33	148602ATD	1	1	1	25928	28
202006	AC240	2	28	38	148602ATD	1	1	1	34380	30
202006	AC241	2	11	21	224507CPC	1	1	1	132132	84
202006	AC241	2	28	38	148602ATD	1	1	1	21700	31
202006	AC250	1	28	31	148602ATD	1	1	1	28706	31
202006	AC250	2	11	31	148602ATD	1	1	1	24165	22.5
202006	AC250	2	28	34	148602ATD	1	1	1	5730	5
202006	AC251	2	28	35	148602ATD	1	1	1	4740	6
202006	AC253	2	31	31	148602ATD	1	1	1	28320	30
202006	AC259	1	11	11	224507CPC	3	3	3	32780	22
202006	AC259	1	11	31	148602ATD	2	2	2	12888	12
202006	AC320	1	11	11	148602ATD	1	1	1	14700	12
202006	AC341	2	11	11	148602ATD	3	3	3	17184	16
202006	AC343	1	11	11	148602ATD	3	3	3	15516	14
202006	AC343	1	11	25	224507CPC	1	1	1	3813	3
202006	AC349	1	11	11	224507CPC	3	3	3	144596	92
202006	AC349	1	11	31	148602ATD	1	1	1	27780	30
202006	AC349	1	28	33	148602ATD	1	1	1	28706	31
202006	AC349	2	11	31	148602ATD	1	1	1	678	2
202006	AC349	2	11	35	148602ATD	1	1	1	34976	32
202006	AC349	2	28	11	148602ATD	1	1	1	14632	31
202006	AC349	2	28	31	148602ATD	1	1	1	34380	30
202006	AC410	1	28	38	148602ATD	1	1	1	21700	31
202006	AC443	2	28	39	148602ATD	1	1	1	34380	30
202006	AC445	2	28	37	148602ATD	1	1	1	27780	30
202006	AC449	1	28	31	148602ATD	2	2	2	28706	31
202006	AC449	2	28	11	148602ATD	1	1	1	21850	23
202006	AC499	1	28	33	148602ATD	1	1	1	17577	31
202006	AC502	2	11	21	224507CPC	1	1	1	14067	9
202006	AC502	2	28	32	148602ATD	1	1	1	55560	60
202006	AC504	2	28	32	148602ATD	1	1	1	28706	31
202006	AC509	2	11	11	224507CPC	2	2	2	6875	5
202006	AC509	2	28	22	224507CPC	1	1	1	38820	30
202006	AC509	2	28	31	148602ATD	2	2	2	28706	31
202006	AC541	2	28	31	148602ATD	1	1	1	35526	31
202006	AC569	2	11	11	148602ATD	1	1	1	18258	17
202006	AC61	1	11	24	148602ATD	1	1	1	468	6
202006	AC61	1	11	31	148602ATD	2	2	2	3670	5
202006	AC61	1	11	38	148602ATD	1	1	1	1518	2
202006	AC61	1	21	32	148602ATD	1	1	1	17488	16
202006	AC61	1	28	11	148602ATD	1	1	1	35154	31
202006	AC61	1	28	32	148602ATD	2	2	2	73098	62
202006	AC61	1	28	37	148602ATD	1	1	1	17050	31
202006	AC640	2	11	11	224507CPC	1	1	1	94380	60
202006	AC649	2	11	37	148602ATD	2	2	2	12606	11
202006	AC649	2	21	31	148602ATD	1	1	1	74040	60
202006	AC649	2	28	31	148602ATD	1	1	1	35154	31
202006	AC660	2	11	21	148602ATD	1	1	1	6558	6
202006	AC669	2	28	22	224507CPC	1	1	1	39587	31
202006	AC675	1	28	11	148602ATD	1	1	1	35154	31
202006	AC679	2	11	11	224507CPC	1	1	1	94380	60
202006	AC719	1	21	31	224507CPC	1	1	1	134100	90
202006	AC719	2	11	31	224507CPC	1	1	1	187560	120
202006	AC719	2	28	39	148602ATD	1	1	1	35526	31
202006	AC73	2	28	22	148602ATD	1	1	1	13144	31
202006	AC793	1	11	11	224507CPC	1	1	1	3771	3
202006	AC793	1	11	31	148602ATD	1	1	1	84846	79
202006	AC833	1	11	11	148602ATD	1	1	1	4246	22
202006	AC833	2	11	36	148602ATD	1	1	1	341	1
202006	AC833	2	28	26	224507CPC	1	1	1	95040	60
202006	AC833	2	28	31	148602ATD	1	1	1	29450	31
202006	AC900	2	11	25	148602ATD	1	1	1	30072	28
202006	AC900	2	28	31	148602ATD	1	1	1	13392	31
202006	AC910	1	11	11	224507CPC	1	1	1	141570	90
202006	AC911	1	28	33	148602ATD	1	1	1	13608	24
202006	AC921	1	28	31	148602ATD	1	1	1	32886	29
202006	AD049	2	28	33	148602ATD	1	1	1	17577	31
202006	AD124	2	11	34	148602ATD	1	1	1	688	1
202006	AD131	2	11	31	148602ATD	1	1	1	2148	2
202006	AD320	2	11	21	148602ATD	2	2	2	110970	90
202006	AD320	2	28	31	148602ATD	1	1	1	18144	16
202006	AD329	2	11	11	148602ATD	1	1	1	68760	60
202006	AD329	2	11	21	148602ATD	1	1	1	36990	30
202006	AD329	2	21	31	148602ATD	2	2	2	71052	62
202006	AD331	2	11	23	148602ATD	1	1	1	102060	90
202006	AD331	2	28	11	148602ATD	1	1	1	35154	31
202006	AD333	2	28	11	148602ATD	2	2	2	35154	31
202006	AD351	2	28	11	148602ATD	1	1	1	8022	7
202006	AD352	1	31	38	148602ATD	1	1	1	171900	150
202006	AD376	1	28	32	148602ATD	1	1	1	36549	31
202006	AD430	2	21	31	148602ATD	1	1	1	51570	45
202006	AD431	1	31	11	148602ATD	2	2	2	51570	45
202006	AD443	2	11	25	148602ATD	1	1	1	32220	30
202006	AD443	2	11	39	148602ATD	1	1	1	30604	28
202006	AD45	2	28	31	148602ATD	1	1	1	29450	31
202006	AD469	1	11	39	148602ATD	1	1	1	96264	84
202006	AD473	2	28	32	148602ATD	1	1	1	28706	31
202006	AD508	2	21	31	148602ATD	1	1	1	34580	28
202006	AD508	2	21	37	148602ATD	1	1	1	30930	30
202006	AD729	1	11	24	148602ATD	1	1	1	1014	13
202006	AE	1	11	31	148602ATD	1	1	1	2450	2
202006	AE	1	31	24	148602ATD	1	1	1	32790	30
202006	AE	2	11	11	224507CPC	1	1	1	46890	30
202006	AE	2	28	22	148602ATD	1	1	1	29264	31
202006	AE	2	28	32	148602ATD	1	1	1	9207	31
202006	AE039	2	31	31	148602ATD	1	1	1	32088	28
202006	AE110	1	28	39	148602ATD	1	1	1	35526	31
202006	AE110	2	11	31	148602ATD	1	1	1	34380	30
202006	AE110	2	11	34	224507CPC	1	1	1	10164	7
202006	AE110	2	31	38	148602ATD	1	1	1	68760	60
202006	AE112	1	11	36	148602ATD	20	20	20	19701	33
202006	AE112	1	31	11	148602ATD	1	1	1	8022	7
202006	AE112	1	31	22	148602ATD	1	1	1	34380	30
202006	AE112	1	31	31	148602ATD	1	1	1	36750	30
202006	AE112	1	31	32	148602ATD	2	2	2	51570	45
202006	AE112	2	11	11	148602ATD	2	2	2	14157	13
202006	AE112	2	21	31	148602ATD	1	1	1	34580	28
202006	AE112	2	28	31	148602ATD	2	2	2	19446	21
202006	AE112	2	31	11	224507CPC	1	1	1	93780	60
202006	AE112	2	31	24	148602ATD	2	2	2	65580	60
202006	AE112	2	31	31	148602ATD	2	2	2	68760	60
202006	AE112	2	31	32	148602ATD	1	1	1	34380	30
202006	AE112	2	31	38	148602ATD	1	1	1	65580	60
202006	AE113	2	21	36	148602ATD	3	3	3	103140	90
202006	AE113	2	28	38	224507CPC	2	2	2	44352	28
202006	AE113	2	31	11	148602ATD	1	1	1	37020	30
202006	AE113	2	31	35	148602ATD	1	1	1	34380	30
202006	AE114	1	11	37	148602ATD	1	1	1	36750	30
202006	AE114	1	11	38	224507CPC	1	1	1	117810	90
202006	AE114	1	28	25	148602ATD	1	1	1	34380	30
202006	AE114	1	28	38	148602ATD	1	1	1	21000	30
202006	AE114	1	31	11	148602ATD	1	1	1	34380	30
202006	AE114	1	31	22	148602ATD	1	1	1	36750	30
202006	AE114	1	31	24	148602ATD	2	2	2	105810	90
202006	AE114	1	31	31	148602ATD	1	1	1	34380	30
202006	AE114	1	31	37	148602ATD	1	1	1	32790	30
202006	AE114	2	11	25	148602ATD	1	1	1	68760	60
202006	AE114	2	11	38	148602ATD	1	1	1	72198	63
202006	AE114	2	21	36	148602ATD	1	1	1	34380	30
202006	AE114	2	28	38	148602ATD	2	2	2	24500	35
202006	AE114	2	31	22	148602ATD	1	1	1	32790	30
202006	AE114	2	31	24	148602ATD	2	2	2	27780	30
202006	AE114	2	31	31	148602ATD	1	1	1	34380	30
202006	AE114	2	31	35	148602ATD	1	1	1	34380	30
202006	AE114	2	31	38	148602ATD	2	2	2	101550	90
202006	AE115	1	11	33	148602ATD	1	1	1	36990	30
202006	AE115	1	31	21	148602ATD	1	1	1	65580	60
202006	AE115	2	11	11	148602ATD	1	1	1	3222	3
202006	AE115	2	21	31	148602ATD	2	2	2	71600	58
202006	AE115	2	31	21	148602ATD	2	2	2	103860	90
202006	AE115	2	31	22	148602ATD	2	2	2	65580	60
202006	AE115	2	31	24	148602ATD	1	1	1	34552	28
202006	AE115	2	31	31	148602ATD	3	3	3	144900	120
202006	AE115	2	31	31	224507CPC	1	1	1	46890	30
202006	AE115	2	31	32	148602ATD	1	1	1	34380	30
202006	AE116	2	11	11	224507CPC	1	1	1	5500	4
202006	AE116	2	11	22	148602ATD	1	1	1	72198	63
202006	AE117	1	11	11	224507CPC	1	1	1	545	5
202006	AE118	1	11	38	148602ATD	1	1	1	73980	60
202006	AE118	1	21	34	224507CPC	1	1	1	22204	14
202006	AE118	1	28	22	224507CPC	1	1	1	12688	8
202006	AE118	1	28	31	148602ATD	1	1	1	28706	31
202006	AE118	1	31	11	148602ATD	1	1	1	32790	30
202006	AE118	1	31	31	148602ATD	3	3	3	84960	90
202006	AE118	2	11	33	148602ATD	2	2	2	71070	60
202006	AE118	2	11	38	148602ATD	1	1	1	16395	15
202006	AE118	2	21	26	148602ATD	1	1	1	17010	15
202006	AE118	2	21	33	148602ATD	1	1	1	34020	30
202006	AE118	2	21	36	148602ATD	1	1	1	68760	60
202006	AE118	2	21	37	224507CPC	1	1	1	94380	60
202006	AE118	2	31	11	148602ATD	5	5	5	177660	150
202006	AE118	2	31	11	224507CPC	2	2	2	44408	28
202006	AE118	2	31	31	148602ATD	10	10	10	281312	298
202006	AE118	2	31	31	224507CPC	1	1	1	46890	30
202006	AE118	2	31	34	224507CPC	1	1	1	71370	45
202006	AE118	2	31	38	148602ATD	2	2	2	131160	120
202006	AE119	1	21	23	148602ATD	1	1	1	34020	30
202006	AE119	1	21	25	148602ATD	1	1	1	10314	9
202006	AE119	1	21	31	148602ATD	1	1	1	55560	60
202006	AE119	1	21	36	148602ATD	1	1	1	34380	30
202006	AE119	1	28	25	224507CPC	2	2	2	22022	14
202006	AE119	1	28	32	148602ATD	1	1	1	28706	31
202006	AE119	1	31	21	224507CPC	2	2	2	83276	58
202006	AE119	1	31	22	148602ATD	2	2	2	71045	65
202006	AE119	1	31	24	148602ATD	1	1	1	32790	30
202006	AE119	1	31	31	148602ATD	5	5	5	178332	157
202006	AE119	2	11	33	148602ATD	2	2	2	59248	50
202006	AE119	2	21	23	148602ATD	3	3	3	99792	88
202006	AE119	2	21	24	148602ATD	1	1	1	147000	120
202006	AE119	2	21	31	148602ATD	1	1	1	41256	36
202006	AE119	2	21	31	224507CPC	1	1	1	47190	30
202006	AE119	2	21	32	148602ATD	3	3	3	161764	148
202006	AE119	2	21	32	224507CPC	1	1	1	25540	20
202006	AE119	2	21	36	148602ATD	5	5	5	167316	146
202006	AE119	2	28	11	224507CPC	1	1	1	40114	31
202006	AE119	2	28	31	148602ATD	4	4	4	104388	98
202006	AE119	2	28	32	148602ATD	7	7	7	179644	194
202006	AE119	2	28	36	148602ATD	1	1	1	36990	30
202006	AE119	2	31	11	148602ATD	2	2	2	106578	93
202006	AE119	2	31	11	224507CPC	1	1	1	94380	60
202006	AE119	2	31	21	148602ATD	2	2	2	67410	60
202006	AE119	2	31	22	148602ATD	2	2	2	101550	90
202006	AE119	2	31	23	224507CPC	1	1	1	44044	28
202006	AE119	2	31	24	148602ATD	9	9	9	270634	243
202006	AE119	2	31	25	148602ATD	1	1	1	36750	30
202006	AE119	2	31	25	224507CPC	1	1	1	47190	30
202006	AE119	2	31	31	148602ATD	16	16	16	569280	495
202006	AE119	2	31	31	224507CPC	1	1	1	48763	31
202006	AE119	2	31	32	148602ATD	1	1	1	68760	60
202006	AE119	2	31	33	148602ATD	2	2	2	137520	120
202006	AE119	2	31	34	148602ATD	1	1	1	32790	30
202006	AE119	2	31	35	148602ATD	1	1	1	32790	30
202006	AE119	2	31	36	148602ATD	9	9	9	255022	218
202006	AE119	2	31	37	148602ATD	5	5	5	168988	148
202006	AE119	2	31	38	148602ATD	6	6	6	106021	97
202006	AE134	2	11	21	148602ATD	1	1	1	36990	30
202006	AE138	2	31	33	148602ATD	1	1	1	65580	60
202006	AE138	2	31	37	148602ATD	1	1	1	34380	30
202006	AE139	2	28	25	148602ATD	1	1	1	68760	60
202006	AE144	1	28	11	148602ATD	1	1	1	14632	31
202006	AE144	2	11	25	148602ATD	1	1	1	34380	30
202006	AE144	2	21	11	148602ATD	1	1	1	110250	90
202006	AE144	2	28	22	148602ATD	1	1	1	34380	30
202006	AE144	2	28	32	148602ATD	1	1	1	34380	30
202006	AE144	2	31	31	148602ATD	1	1	1	34380	30
202006	AE145	1	11	21	148602ATD	1	1	1	9837	9
202006	AE146	1	11	31	148602ATD	1	1	1	19482	17
202006	AE146	1	11	38	148602ATD	2	2	2	57300	50
202006	AE147	1	31	31	224507CPC	1	1	1	93780	60
202006	AE147	2	11	35	148602ATD	2	2	2	14898	13
202006	AE148	1	31	31	148602ATD	1	1	1	34380	30
202006	AE148	2	21	23	148602ATD	1	1	1	17010	15
202006	AE148	2	28	32	148602ATD	1	1	1	5895	5
202006	AE148	2	31	11	148602ATD	1	1	1	34380	30
202006	AE149	1	31	22	148602ATD	1	1	1	34380	30
202006	AE149	1	31	37	148602ATD	1	1	1	34380	30
202006	AE149	2	21	35	224507CPC	1	1	1	44044	28
202006	AE512	1	11	25	148602ATD	1	1	1	32220	30
202006	AE512	1	28	31	148602ATD	1	1	1	23808	31
202006	AE538	1	11	25	148602ATD	1	1	1	37818	33
202006	AE780	2	21	26	148602ATD	1	1	1	68040	60
202006	AE780	2	31	31	148602ATD	1	1	1	24066	21
202006	AE782	2	31	24	148602ATD	1	1	1	32790	30
202006	AE782	2	31	31	148602ATD	2	2	2	42402	37
202006	AE784	2	31	31	148602ATD	1	1	1	24680	20
202006	AE785	1	28	31	224507CPC	2	2	2	38820	30
202006	AE785	1	31	21	148602ATD	1	1	1	32790	30
202006	AE785	2	21	36	148602ATD	1	1	1	34380	30
202006	AE785	2	28	37	148602ATD	1	1	1	22953	21
202006	AE785	2	31	21	148602ATD	1	1	1	32790	30
202006	AE785	2	31	31	148602ATD	2	2	2	67260	60
202006	AE785	2	31	31	224507CPC	1	1	1	46890	30
202006	AE870	1	11	31	148602ATD	1	1	1	36300	33
202006	AE870	2	11	25	148602ATD	1	1	1	20406	19
202006	AE871	1	11	11	224507CPC	1	1	1	1132	1
202006	AE871	1	28	32	148602ATD	1	1	1	7128	24
202006	AE871	2	28	21	148602ATD	2	2	2	13175	31
202006	AE875	2	11	32	148602ATD	4	4	4	13577	15
202006	AF	1	11	11	148602ATD	26	26	26	1588847	1415
202006	AF	1	11	11	224507CPC	26	26	26	1643328	1142
202006	AF	1	11	21	148602ATD	19	19	19	1350591	1195
202006	AF	1	11	21	224507CPC	11	11	11	903017	574
202006	AF	1	11	22	148602ATD	4	4	4	251390	230
202006	AF	1	11	23	148602ATD	12	12	12	666915	576
202006	AF	1	11	23	224507CPC	2	2	2	248592	174
202006	AF	1	11	24	148602ATD	7	7	7	496797	461
202006	AF	1	11	24	224507CPC	6	6	6	526237	389
202006	AF	1	11	25	148602ATD	32	32	32	1952226	1713
202006	AF	1	11	25	224507CPC	5	5	5	440202	302
202006	AF	1	11	26	148602ATD	1	1	1	106578	93
202006	AF	1	11	26	224507CPC	1	1	1	98469	63
202006	AF	1	11	31	148602ATD	185	185	185	11431852	10287
202006	AF	1	11	31	224507CPC	46	46	46	5176447	3395
202006	AF	1	11	32	148602ATD	1	1	1	123300	100
202006	AF	1	11	32	224507CPC	3	3	3	229058	146
202006	AF	1	11	33	148602ATD	46	46	46	2087512	1750
202006	AF	1	11	33	224507CPC	3	3	3	263780	170
202006	AF	1	11	34	148602ATD	1	1	1	98370	90
202006	AF	1	11	34	224507CPC	1	1	1	44040	30
202006	AF	1	11	35	148602ATD	16	16	16	718303	631
202006	AF	1	11	35	224507CPC	1	1	1	66080	70
202006	AF	1	11	36	148602ATD	6	6	6	297748	257
202006	AF	1	11	36	224507CPC	3	3	3	215501	137
202006	AF	1	11	37	148602ATD	15	15	15	624784	568
202006	AF	1	11	37	224507CPC	6	6	6	432300	295
202006	AF	1	11	38	148602ATD	22	22	22	1484829	1310
202006	AF	1	11	38	224507CPC	7	7	7	527428	333
202006	AF	1	11	39	148602ATD	11	11	11	546642	477
202006	AF	1	11	39	224507CPC	3	3	3	322878	206
202006	AF	1	21	11	148602ATD	25	25	25	1751002	1507
202006	AF	1	21	11	224507CPC	4	4	4	269280	180
202006	AF	1	21	21	148602ATD	5	5	5	177264	148
202006	AF	1	21	21	224507CPC	2	2	2	190080	120
202006	AF	1	21	22	148602ATD	31	31	31	1116831	976
202006	AF	1	21	22	224507CPC	2	2	2	284310	180
202006	AF	1	21	23	148602ATD	35	35	35	1112305	922
202006	AF	1	21	23	224507CPC	2	2	2	92807	59
202006	AF	1	21	24	148602ATD	4	4	4	132936	116
202006	AF	1	21	25	224507CPC	2	2	2	73890	60
202006	AF	1	21	26	148602ATD	21	21	21	504537	436
202006	AF	1	21	31	148602ATD	100	100	100	4630676	4056.75
202006	AF	1	21	31	224507CPC	7	7	7	477146	312
202006	AF	1	21	32	148602ATD	34	34	34	955088	836
202006	AF	1	21	33	148602ATD	2	2	2	89706	76
202006	AF	1	21	34	148602ATD	3	3	3	63840	56
202006	AF	1	21	34	224507CPC	4	4	4	164944	104
202006	AF	1	21	35	224507CPC	2	2	2	68977	53
202006	AF	1	21	36	148602ATD	8	8	8	345666	331
202006	AF	1	21	36	224507CPC	1	1	1	46890	30
202006	AF	1	21	37	148602ATD	17	17	17	494147	462
202006	AF	1	21	37	224507CPC	1	1	1	44044	28
202006	AF	1	21	38	148602ATD	3	3	3	109236	92
202006	AF	1	21	38	224507CPC	3	3	3	120268	76
202006	AF	1	28	11	148602ATD	14	14	14	306708	348
202006	AF	1	28	11	224507CPC	2	2	2	177570	120
202006	AF	1	28	21	148602ATD	3	3	3	129260	115
202006	AF	1	28	22	148602ATD	10	10	10	340659	318.5
202006	AF	1	28	22	224507CPC	1	1	1	49104	31
