RV_YM|DW_MSICK_CD|SEX_TP_CD|CL_CD|SIDO|JID_cnt|HID_cnt|YID_cnt|AMT_sum|TOT_USE_QTY_OR_EXEC_FQ_sum
201905|AC164|2|31|31|1|1|1|54000|60
201905|AC61|1|21|38|1|1|1|37590|30
201905|AD331|2|11|38|1|1|1|54000|60
201905|AE118|1|21|35|1|1|1|59752|56
201905|AE119|2|31|31|2|2|2|101304|84
201905|AF|1|11|24|1|1|1|50400|56
201905|AF|1|11|31|6|6|6|416657|346
201905|AF|1|11|37|2|2|2|92850|60
201905|AF|1|11|39|2|2|2|289317|189
201905|AF|1|21|31|1|1|1|141570|90
201905|AF|1|21|35|1|1|1|15358|14
201905|AF|1|31|11|1|1|1|44910|30
201905|AF|1|31|31|2|2|2|81252|58
201905|AF|1|31|33|1|1|1|45270|30
201905|AF|1|31|34|1|1|1|44250|30
201905|AF|2|11|11|2|2|2|29064|21
201905|AF|2|11|21|1|1|1|47580|30
201905|AF|2|11|24|3|3|3|193080|176
201905|AF|2|11|31|8|8|8|562956|407
201905|AF|2|11|34|1|1|1|71100|60
201905|AF|2|11|37|1|1|1|27162|18
201905|AF|2|11|38|6|6|6|618654|587
201905|AF|2|21|11|4|4|4|92700|103
201905|AF|2|21|23|1|1|1|92820|84
201905|AF|2|21|26|1|1|1|28560|28
201905|AF|2|21|31|2|2|2|183486|118
201905|AF|2|21|32|2|2|2|75000|60
201905|AF|2|21|35|1|1|1|64020|60
201905|AF|2|21|38|2|2|2|86655|75
201905|AF|2|28|31|1|1|1|118080|60
201905|AF|2|31|11|3|3|3|98730|90
201905|AF|2|31|22|1|1|1|23790|15
201905|AF|2|31|25|1|1|1|52815|35
201905|AF|2|31|31|13|13|13|520890|538
201905|AF|2|31|33|6|6|6|187116|124
201905|AF|2|31|34|4|4|4|120105|90
201905|AG|1|11|31|1|1|1|20160|28
201905|AG|2|11|11|2|2|2|33300|37
201905|AG|2|11|38|1|1|1|99918|63
201905|AG20|1|11|31|2|2|2|185000|200
201905|AG20|1|11|38|2|2|2|103950|120
201905|AG20|1|28|31|2|2|2|51800|56
201905|AG20|1|31|31|1|1|1|36000|30
201905|AG20|2|11|11|2|2|2|3072|3
201905|AG20|2|11|21|1|1|1|1900|2
201905|AG20|2|11|31|2|2|2|225000|250
201905|AG20|2|11|38|2|2|2|154800|144
201905|AG20|2|21|38|2|2|2|90540|60
201905|AG20|2|31|31|2|2|2|72000|60
201905|AG211|2|11|31|1|1|1|88680|60
201905|AG22|2|11|38|1|1|1|95160|60
201905|AG309|2|11|21|2|2|2|135810|90
201905|AG442|1|11|38|1|1|1|126000|140
201905|AG819|1|31|31|1|1|1|66600|74
201905|AH814|2|11|31|1|1|1|94380|60
201905|AI|2|11|38|3|3|3|162000|180
201905|AI109|1|31|31|1|1|1|31689|21
201905|AI109|2|31|31|2|2|2|87306|81
